IDRebaño;Raza;Categoria;t;prgest
1;7;3;139;0.05
1;7;3;140;0.05
1;7;3;141;0.05
1;7;3;142;0.05
1;7;3;143;0.05
1;7;3;144;0.05
1;7;3;145;0.05
1;7;3;146;0.05
1;7;3;147;0.05
1;7;3;148;0.05
1;7;3;149;0.05
1;7;3;150;0.05
1;7;3;151;0.05
1;7;3;486;0.05
1;7;3;487;0.05
1;7;3;488;0.05
1;7;3;489;0.05
1;7;3;490;0.05
1;7;3;491;0.05
1;7;3;492;0.05
1;7;3;493;0.05
1;7;3;494;0.05
1;7;3;495;0.05
1;7;3;496;0.05
1;7;3;497;0.05
1;7;3;498;0.05
1;7;3;499;0.05
1;7;3;500;0.05
1;7;3;501;0.05
1;7;3;502;0.05
1;7;3;503;0.05
1;7;3;504;0.05
1;7;3;505;0.05
1;7;3;506;0.05
1;7;3;507;0.05
1;7;3;508;0.05
1;7;3;509;0.05
1;7;3;510;0.05
1;7;3;511;0.05
1;7;3;512;0.05
1;7;3;513;0.05
1;7;3;514;0.05
1;7;3;515;0.05
1;7;3;516;0.05
1;7;3;851;0.05
1;7;3;852;0.05
1;7;3;853;0.05
1;7;3;854;0.05
1;7;3;855;0.05
1;7;3;856;0.05
1;7;3;857;0.05
1;7;3;858;0.05
1;7;3;859;0.05
1;7;3;860;0.05
1;7;3;861;0.05
1;7;3;862;0.05
1;7;3;863;0.05
1;7;3;864;0.05
1;7;3;865;0.05
1;7;3;866;0.05
1;7;3;867;0.05
1;7;3;868;0.05
1;7;3;869;0.05
1;7;3;870;0.05
1;7;3;871;0.05
1;7;3;872;0.05
1;7;3;873;0.05
1;7;3;874;0.05
1;7;3;875;0.05
1;7;3;876;0.05
1;7;3;877;0.05
1;7;3;878;0.05
1;7;3;879;0.05
1;7;3;880;0.05
1;7;3;881;0.05
1;7;3;1216;0.05
1;7;3;1217;0.05
1;7;3;1218;0.05
1;7;3;1219;0.05
1;7;3;1220;0.05
1;7;3;1221;0.05
1;7;3;1222;0.05
1;7;3;1223;0.05
1;7;3;1224;0.05
1;7;3;1225;0.05
1;7;3;1226;0.05
1;7;3;1227;0.05
1;7;3;1228;0.05
1;7;3;1229;0.05
1;7;3;1230;0.05
1;7;3;1231;0.05
1;7;3;1232;0.05
1;7;3;1233;0.05
1;7;3;1234;0.05
1;7;3;1235;0.05
1;7;3;1236;0.05
1;7;3;1237;0.05
1;7;3;1238;0.05
1;7;3;1239;0.05
1;7;3;1240;0.05
1;7;3;1241;0.05
1;7;3;1242;0.05
1;7;3;1243;0.05
1;7;3;1244;0.05
1;7;3;1245;0.05
1;7;3;1246;0.05
1;7;3;1581;0.05
1;7;3;1582;0.05
1;7;3;1583;0.05
1;7;3;1584;0.05
1;7;3;1585;0.05
1;7;3;1586;0.05
1;7;3;1587;0.05
1;7;3;1588;0.05
1;7;3;1589;0.05
1;7;3;1590;0.05
1;7;3;1591;0.05
1;7;3;1592;0.05
1;7;3;1593;0.05
1;7;3;1594;0.05
1;7;3;1595;0.05
1;7;3;1596;0.05
1;7;3;1597;0.05
1;7;3;1598;0.05
1;7;3;1599;0.05
1;7;3;1600;0.05
1;7;3;1601;0.05
1;7;3;1602;0.05
1;7;3;1603;0.05
1;7;3;1604;0.05
1;7;3;1605;0.05
1;7;3;1606;0.05
1;7;3;1607;0.05
1;7;3;1608;0.05
1;7;3;1609;0.05
1;7;3;1610;0.05
1;7;3;1611;0.05
1;7;3;1946;0.05
1;7;3;1947;0.05
1;7;3;1948;0.05
1;7;3;1949;0.05
1;7;3;1950;0.05
1;7;3;1951;0.05
1;7;3;1952;0.05
1;7;3;1953;0.05
1;7;3;1954;0.05
1;7;3;1955;0.05
1;7;3;1956;0.05
1;7;3;1957;0.05
1;7;3;1958;0.05
1;7;3;1959;0.05
1;7;3;1960;0.05
1;7;3;1961;0.05
1;7;3;1962;0.05
1;7;3;1963;0.05
1;7;3;1964;0.05
1;7;3;1965;0.05
1;7;3;1966;0.05
1;7;3;1967;0.05
1;7;3;1968;0.05
1;7;3;1969;0.05
1;7;3;1970;0.05
1;7;3;1971;0.05
1;7;3;1972;0.05
1;7;3;1973;0.05
1;7;3;1974;0.05
1;7;3;1975;0.05
1;7;3;1976;0.05
1;7;3;2311;0.05
1;7;3;2312;0.05
1;7;3;2313;0.05
1;7;3;2314;0.05
1;7;3;2315;0.05
1;7;3;2316;0.05
1;7;3;2317;0.05
1;7;3;2318;0.05
1;7;3;2319;0.05
1;7;3;2320;0.05
1;7;3;2321;0.05
1;7;3;2322;0.05
1;7;3;2323;0.05
1;7;3;2324;0.05
1;7;3;2325;0.05
1;7;3;2326;0.05
1;7;3;2327;0.05
1;7;3;2328;0.05
1;7;3;2329;0.05
1;7;3;2330;0.05
1;7;3;2331;0.05
1;7;3;2332;0.05
1;7;3;2333;0.05
1;7;3;2334;0.05
1;7;3;2335;0.05
1;7;3;2336;0.05
1;7;3;2337;0.05
1;7;3;2338;0.05
1;7;3;2339;0.05
1;7;3;2340;0.05
1;7;3;2341;0.05
2;1;2;32;0.5
2;1;2;33;0.5
2;1;2;34;0.5
2;1;2;35;0.5
2;1;2;36;0.5
2;1;2;37;0.5
2;1;2;38;0.5
2;1;2;39;0.5
2;1;2;40;0.5
2;1;2;41;0.5
2;1;2;42;0.5
2;1;2;43;0.5
2;1;2;44;0.5
2;1;2;45;0.5
2;1;2;46;0.5
2;1;2;47;0.5
2;1;2;48;0.5
2;1;2;49;0.5
2;1;2;50;0.5
2;1;2;51;0.5
2;1;2;52;0.5
2;1;2;53;0.5
2;1;2;54;0.5
2;1;2;55;0.5
2;1;2;56;0.5
2;1;2;57;0.5
2;1;2;58;0.5
2;1;2;59;0.5
2;1;2;60;0.5
2;1;2;61;0.5
2;1;2;62;0.5
2;1;2;63;0.5
2;1;2;64;0.5
2;1;2;65;0.5
2;1;2;66;0.5
2;1;2;67;0.5
2;1;2;68;0.5
2;1;2;69;0.5
2;1;2;70;0.5
2;1;2;71;0.5
2;1;2;72;0.5
2;1;2;73;0.5
2;1;2;74;0.5
2;1;2;75;0.5
2;1;2;76;0.5
2;1;2;77;0.5
2;1;2;78;0.5
2;1;2;79;0.5
2;1;2;80;0.5
2;1;2;81;0.5
2;1;2;82;0.5
2;1;2;83;0.5
2;1;2;84;0.5
2;1;2;85;0.5
2;1;2;86;0.5
2;1;2;87;0.5
2;1;2;88;0.5
2;1;2;89;0.5
2;1;2;90;0.5
2;1;2;91;0.5
2;1;2;92;0.5
2;1;2;93;0.5
2;1;2;94;0.5
2;1;2;95;0.5
2;1;2;96;0.5
2;1;2;97;0.5
2;1;2;98;0.5
2;1;2;99;0.5
2;1;2;100;0.5
2;1;2;101;0.5
2;1;2;102;0.5
2;1;2;103;0.5
2;1;2;104;0.5
2;1;2;105;0.5
2;1;2;106;0.5
2;1;2;107;0.5
2;1;2;108;0.5
2;1;2;109;0.5
2;1;2;110;0.5
2;1;2;111;0.5
2;1;2;112;0.5
2;1;2;113;0.5
2;1;2;114;0.5
2;1;2;115;0.5
2;1;2;116;0.5
2;1;2;117;0.5
2;1;2;118;0.5
2;1;2;119;0.5
2;1;2;120;0.5
2;1;2;121;0.75
2;1;2;122;0.75
2;1;2;123;0.75
2;1;2;124;0.75
2;1;2;125;0.75
2;1;2;126;0.75
2;1;2;127;0.75
2;1;2;128;0.75
2;1;2;129;0.75
2;1;2;130;0.75
2;1;2;131;0.75
2;1;2;132;0.75
2;1;2;133;0.75
2;1;2;134;0.75
2;1;2;135;0.75
2;1;2;136;0.75
2;1;2;137;0.75
2;1;2;138;0.75
2;1;2;139;0.75
2;1;2;140;0.75
2;1;2;141;0.75
2;1;2;142;0.75
2;1;2;143;0.75
2;1;2;144;0.75
2;1;2;145;0.75
2;1;2;146;0.75
2;1;2;147;0.75
2;1;2;148;0.75
2;1;2;149;0.75
2;1;2;150;0.75
2;1;2;151;0.75
2;1;2;152;0.25
2;1;2;153;0.25
2;1;2;154;0.25
2;1;2;155;0.25
2;1;2;156;0.25
2;1;2;157;0.25
2;1;2;158;0.25
2;1;2;159;0.25
2;1;2;160;0.25
2;1;2;161;0.25
2;1;2;162;0.25
2;1;2;163;0.25
2;1;2;164;0.25
2;1;2;165;0.25
2;1;2;166;0.25
2;1;2;167;0.25
2;1;2;168;0.25
2;1;2;169;0.25
2;1;2;170;0.25
2;1;2;171;0.25
2;1;2;172;0.25
2;1;2;173;0.25
2;1;2;174;0.25
2;1;2;175;0.25
2;1;2;176;0.25
2;1;2;177;0.25
2;1;2;178;0.25
2;1;2;179;0.25
2;1;2;180;0.25
2;1;2;181;0.25
2;1;2;182;0.25
2;1;2;183;0.25
2;1;2;184;0.25
2;1;2;185;0.25
2;1;2;186;0.25
2;1;2;187;0.25
2;1;2;188;0.25
2;1;2;189;0.25
2;1;2;190;0.25
2;1;2;191;0.25
2;1;2;192;0.25
2;1;2;193;0.25
2;1;2;194;0.25
2;1;2;195;0.25
2;1;2;196;0.25
2;1;2;197;0.25
2;1;2;198;0.25
2;1;2;199;0.25
2;1;2;200;0.25
2;1;2;201;0.25
2;1;2;202;0.25
2;1;2;203;0.25
2;1;2;204;0.25
2;1;2;205;0.25
2;1;2;206;0.25
2;1;2;207;0.25
2;1;2;208;0.25
2;1;2;209;0.25
2;1;2;210;0.25
2;1;2;211;0.25
2;1;2;212;0.25
2;1;2;213;0.25
2;1;2;214;0.25
2;1;2;215;0.25
2;1;2;216;0.25
2;1;2;217;0.25
2;1;2;218;0.25
2;1;2;219;0.25
2;1;2;220;0.25
2;1;2;221;0.25
2;1;2;222;0.25
2;1;2;223;0.25
2;1;2;224;0.25
2;1;2;225;0.25
2;1;2;226;0.25
2;1;2;227;0.25
2;1;2;228;0.25
2;1;2;229;0.25
2;1;2;230;0.25
2;1;2;231;0.25
2;1;2;232;0.25
2;1;2;233;0.25
2;1;2;234;0.25
2;1;2;235;0.25
2;1;2;236;0.25
2;1;2;237;0.25
2;1;2;238;0.25
2;1;2;239;0.25
2;1;2;240;0.25
2;1;2;241;0.25
2;1;2;242;0.25
2;1;2;243;0.25
2;1;2;397;0.5
2;1;2;398;0.5
2;1;2;399;0.5
2;1;2;400;0.5
2;1;2;401;0.5
2;1;2;402;0.5
2;1;2;403;0.5
2;1;2;404;0.5
2;1;2;405;0.5
2;1;2;406;0.5
2;1;2;407;0.5
2;1;2;408;0.5
2;1;2;409;0.5
2;1;2;410;0.5
2;1;2;411;0.5
2;1;2;412;0.5
2;1;2;413;0.5
2;1;2;414;0.5
2;1;2;415;0.5
2;1;2;416;0.5
2;1;2;417;0.5
2;1;2;418;0.5
2;1;2;419;0.5
2;1;2;420;0.5
2;1;2;421;0.5
2;1;2;422;0.5
2;1;2;423;0.5
2;1;2;424;0.5
2;1;2;425;0.5
2;1;2;426;0.5
2;1;2;427;0.5
2;1;2;428;0.5
2;1;2;429;0.5
2;1;2;430;0.5
2;1;2;431;0.5
2;1;2;432;0.5
2;1;2;433;0.5
2;1;2;434;0.5
2;1;2;435;0.5
2;1;2;436;0.5
2;1;2;437;0.5
2;1;2;438;0.5
2;1;2;439;0.5
2;1;2;440;0.5
2;1;2;441;0.5
2;1;2;442;0.5
2;1;2;443;0.5
2;1;2;444;0.5
2;1;2;445;0.5
2;1;2;446;0.5
2;1;2;447;0.5
2;1;2;448;0.5
2;1;2;449;0.5
2;1;2;450;0.5
2;1;2;451;0.5
2;1;2;452;0.5
2;1;2;453;0.5
2;1;2;454;0.5
2;1;2;455;0.5
2;1;2;456;0.5
2;1;2;457;0.5
2;1;2;458;0.5
2;1;2;459;0.5
2;1;2;460;0.5
2;1;2;461;0.5
2;1;2;462;0.5
2;1;2;463;0.5
2;1;2;464;0.5
2;1;2;465;0.5
2;1;2;466;0.5
2;1;2;467;0.5
2;1;2;468;0.5
2;1;2;469;0.5
2;1;2;470;0.5
2;1;2;471;0.5
2;1;2;472;0.5
2;1;2;473;0.5
2;1;2;474;0.5
2;1;2;475;0.5
2;1;2;476;0.5
2;1;2;477;0.5
2;1;2;478;0.5
2;1;2;479;0.5
2;1;2;480;0.5
2;1;2;481;0.5
2;1;2;482;0.5
2;1;2;483;0.5
2;1;2;484;0.5
2;1;2;485;0.5
2;1;2;486;0.75
2;1;2;487;0.75
2;1;2;488;0.75
2;1;2;489;0.75
2;1;2;490;0.75
2;1;2;491;0.75
2;1;2;492;0.75
2;1;2;493;0.75
2;1;2;494;0.75
2;1;2;495;0.75
2;1;2;496;0.75
2;1;2;497;0.75
2;1;2;498;0.75
2;1;2;499;0.75
2;1;2;500;0.75
2;1;2;501;0.75
2;1;2;502;0.75
2;1;2;503;0.75
2;1;2;504;0.75
2;1;2;505;0.75
2;1;2;506;0.75
2;1;2;507;0.75
2;1;2;508;0.75
2;1;2;509;0.75
2;1;2;510;0.75
2;1;2;511;0.75
2;1;2;512;0.75
2;1;2;513;0.75
2;1;2;514;0.75
2;1;2;515;0.75
2;1;2;516;0.75
2;1;2;517;0.25
2;1;2;518;0.25
2;1;2;519;0.25
2;1;2;520;0.25
2;1;2;521;0.25
2;1;2;522;0.25
2;1;2;523;0.25
2;1;2;524;0.25
2;1;2;525;0.25
2;1;2;526;0.25
2;1;2;527;0.25
2;1;2;528;0.25
2;1;2;529;0.25
2;1;2;530;0.25
2;1;2;531;0.25
2;1;2;532;0.25
2;1;2;533;0.25
2;1;2;534;0.25
2;1;2;535;0.25
2;1;2;536;0.25
2;1;2;537;0.25
2;1;2;538;0.25
2;1;2;539;0.25
2;1;2;540;0.25
2;1;2;541;0.25
2;1;2;542;0.25
2;1;2;543;0.25
2;1;2;544;0.25
2;1;2;545;0.25
2;1;2;546;0.25
2;1;2;547;0.25
2;1;2;548;0.25
2;1;2;549;0.25
2;1;2;550;0.25
2;1;2;551;0.25
2;1;2;552;0.25
2;1;2;553;0.25
2;1;2;554;0.25
2;1;2;555;0.25
2;1;2;556;0.25
2;1;2;557;0.25
2;1;2;558;0.25
2;1;2;559;0.25
2;1;2;560;0.25
2;1;2;561;0.25
2;1;2;562;0.25
2;1;2;563;0.25
2;1;2;564;0.25
2;1;2;565;0.25
2;1;2;566;0.25
2;1;2;567;0.25
2;1;2;568;0.25
2;1;2;569;0.25
2;1;2;570;0.25
2;1;2;571;0.25
2;1;2;572;0.25
2;1;2;573;0.25
2;1;2;574;0.25
2;1;2;575;0.25
2;1;2;576;0.25
2;1;2;577;0.25
2;1;2;578;0.25
2;1;2;579;0.25
2;1;2;580;0.25
2;1;2;581;0.25
2;1;2;582;0.25
2;1;2;583;0.25
2;1;2;584;0.25
2;1;2;585;0.25
2;1;2;586;0.25
2;1;2;587;0.25
2;1;2;588;0.25
2;1;2;589;0.25
2;1;2;590;0.25
2;1;2;591;0.25
2;1;2;592;0.25
2;1;2;593;0.25
2;1;2;594;0.25
2;1;2;595;0.25
2;1;2;596;0.25
2;1;2;597;0.25
2;1;2;598;0.25
2;1;2;599;0.25
2;1;2;600;0.25
2;1;2;601;0.25
2;1;2;602;0.25
2;1;2;603;0.25
2;1;2;604;0.25
2;1;2;605;0.25
2;1;2;606;0.25
2;1;2;607;0.25
2;1;2;608;0.25
2;1;2;762;0.5
2;1;2;763;0.5
2;1;2;764;0.5
2;1;2;765;0.5
2;1;2;766;0.5
2;1;2;767;0.5
2;1;2;768;0.5
2;1;2;769;0.5
2;1;2;770;0.5
2;1;2;771;0.5
2;1;2;772;0.5
2;1;2;773;0.5
2;1;2;774;0.5
2;1;2;775;0.5
2;1;2;776;0.5
2;1;2;777;0.5
2;1;2;778;0.5
2;1;2;779;0.5
2;1;2;780;0.5
2;1;2;781;0.5
2;1;2;782;0.5
2;1;2;783;0.5
2;1;2;784;0.5
2;1;2;785;0.5
2;1;2;786;0.5
2;1;2;787;0.5
2;1;2;788;0.5
2;1;2;789;0.5
2;1;2;790;0.5
2;1;2;791;0.5
2;1;2;792;0.5
2;1;2;793;0.5
2;1;2;794;0.5
2;1;2;795;0.5
2;1;2;796;0.5
2;1;2;797;0.5
2;1;2;798;0.5
2;1;2;799;0.5
2;1;2;800;0.5
2;1;2;801;0.5
2;1;2;802;0.5
2;1;2;803;0.5
2;1;2;804;0.5
2;1;2;805;0.5
2;1;2;806;0.5
2;1;2;807;0.5
2;1;2;808;0.5
2;1;2;809;0.5
2;1;2;810;0.5
2;1;2;811;0.5
2;1;2;812;0.5
2;1;2;813;0.5
2;1;2;814;0.5
2;1;2;815;0.5
2;1;2;816;0.5
2;1;2;817;0.5
2;1;2;818;0.5
2;1;2;819;0.5
2;1;2;820;0.5
2;1;2;821;0.5
2;1;2;822;0.5
2;1;2;823;0.5
2;1;2;824;0.5
2;1;2;825;0.5
2;1;2;826;0.5
2;1;2;827;0.5
2;1;2;828;0.5
2;1;2;829;0.5
2;1;2;830;0.5
2;1;2;831;0.5
2;1;2;832;0.5
2;1;2;833;0.5
2;1;2;834;0.5
2;1;2;835;0.5
2;1;2;836;0.5
2;1;2;837;0.5
2;1;2;838;0.5
2;1;2;839;0.5
2;1;2;840;0.5
2;1;2;841;0.5
2;1;2;842;0.5
2;1;2;843;0.5
2;1;2;844;0.5
2;1;2;845;0.5
2;1;2;846;0.5
2;1;2;847;0.5
2;1;2;848;0.5
2;1;2;849;0.5
2;1;2;850;0.5
2;1;2;851;0.75
2;1;2;852;0.75
2;1;2;853;0.75
2;1;2;854;0.75
2;1;2;855;0.75
2;1;2;856;0.75
2;1;2;857;0.75
2;1;2;858;0.75
2;1;2;859;0.75
2;1;2;860;0.75
2;1;2;861;0.75
2;1;2;862;0.75
2;1;2;863;0.75
2;1;2;864;0.75
2;1;2;865;0.75
2;1;2;866;0.75
2;1;2;867;0.75
2;1;2;868;0.75
2;1;2;869;0.75
2;1;2;870;0.75
2;1;2;871;0.75
2;1;2;872;0.75
2;1;2;873;0.75
2;1;2;874;0.75
2;1;2;875;0.75
2;1;2;876;0.75
2;1;2;877;0.75
2;1;2;878;0.75
2;1;2;879;0.75
2;1;2;880;0.75
2;1;2;881;0.75
2;1;2;882;0.25
2;1;2;883;0.25
2;1;2;884;0.25
2;1;2;885;0.25
2;1;2;886;0.25
2;1;2;887;0.25
2;1;2;888;0.25
2;1;2;889;0.25
2;1;2;890;0.25
2;1;2;891;0.25
2;1;2;892;0.25
2;1;2;893;0.25
2;1;2;894;0.25
2;1;2;895;0.25
2;1;2;896;0.25
2;1;2;897;0.25
2;1;2;898;0.25
2;1;2;899;0.25
2;1;2;900;0.25
2;1;2;901;0.25
2;1;2;902;0.25
2;1;2;903;0.25
2;1;2;904;0.25
2;1;2;905;0.25
2;1;2;906;0.25
2;1;2;907;0.25
2;1;2;908;0.25
2;1;2;909;0.25
2;1;2;910;0.25
2;1;2;911;0.25
2;1;2;912;0.25
2;1;2;913;0.25
2;1;2;914;0.25
2;1;2;915;0.25
2;1;2;916;0.25
2;1;2;917;0.25
2;1;2;918;0.25
2;1;2;919;0.25
2;1;2;920;0.25
2;1;2;921;0.25
2;1;2;922;0.25
2;1;2;923;0.25
2;1;2;924;0.25
2;1;2;925;0.25
2;1;2;926;0.25
2;1;2;927;0.25
2;1;2;928;0.25
2;1;2;929;0.25
2;1;2;930;0.25
2;1;2;931;0.25
2;1;2;932;0.25
2;1;2;933;0.25
2;1;2;934;0.25
2;1;2;935;0.25
2;1;2;936;0.25
2;1;2;937;0.25
2;1;2;938;0.25
2;1;2;939;0.25
2;1;2;940;0.25
2;1;2;941;0.25
2;1;2;942;0.25
2;1;2;943;0.25
2;1;2;944;0.25
2;1;2;945;0.25
2;1;2;946;0.25
2;1;2;947;0.25
2;1;2;948;0.25
2;1;2;949;0.25
2;1;2;950;0.25
2;1;2;951;0.25
2;1;2;952;0.25
2;1;2;953;0.25
2;1;2;954;0.25
2;1;2;955;0.25
2;1;2;956;0.25
2;1;2;957;0.25
2;1;2;958;0.25
2;1;2;959;0.25
2;1;2;960;0.25
2;1;2;961;0.25
2;1;2;962;0.25
2;1;2;963;0.25
2;1;2;964;0.25
2;1;2;965;0.25
2;1;2;966;0.25
2;1;2;967;0.25
2;1;2;968;0.25
2;1;2;969;0.25
2;1;2;970;0.25
2;1;2;971;0.25
2;1;2;972;0.25
2;1;2;973;0.25
2;1;2;1127;0.5
2;1;2;1128;0.5
2;1;2;1129;0.5
2;1;2;1130;0.5
2;1;2;1131;0.5
2;1;2;1132;0.5
2;1;2;1133;0.5
2;1;2;1134;0.5
2;1;2;1135;0.5
2;1;2;1136;0.5
2;1;2;1137;0.5
2;1;2;1138;0.5
2;1;2;1139;0.5
2;1;2;1140;0.5
2;1;2;1141;0.5
2;1;2;1142;0.5
2;1;2;1143;0.5
2;1;2;1144;0.5
2;1;2;1145;0.5
2;1;2;1146;0.5
2;1;2;1147;0.5
2;1;2;1148;0.5
2;1;2;1149;0.5
2;1;2;1150;0.5
2;1;2;1151;0.5
2;1;2;1152;0.5
2;1;2;1153;0.5
2;1;2;1154;0.5
2;1;2;1155;0.5
2;1;2;1156;0.5
2;1;2;1157;0.5
2;1;2;1158;0.5
2;1;2;1159;0.5
2;1;2;1160;0.5
2;1;2;1161;0.5
2;1;2;1162;0.5
2;1;2;1163;0.5
2;1;2;1164;0.5
2;1;2;1165;0.5
2;1;2;1166;0.5
2;1;2;1167;0.5
2;1;2;1168;0.5
2;1;2;1169;0.5
2;1;2;1170;0.5
2;1;2;1171;0.5
2;1;2;1172;0.5
2;1;2;1173;0.5
2;1;2;1174;0.5
2;1;2;1175;0.5
2;1;2;1176;0.5
2;1;2;1177;0.5
2;1;2;1178;0.5
2;1;2;1179;0.5
2;1;2;1180;0.5
2;1;2;1181;0.5
2;1;2;1182;0.5
2;1;2;1183;0.5
2;1;2;1184;0.5
2;1;2;1185;0.5
2;1;2;1186;0.5
2;1;2;1187;0.5
2;1;2;1188;0.5
2;1;2;1189;0.5
2;1;2;1190;0.5
2;1;2;1191;0.5
2;1;2;1192;0.5
